,Sale_Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,No of Times Visited,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),Year Since Renovation,Condition_of_the_House_Excellent,Condition_of_the_House_Fair,Condition_of_the_House_Good,Condition_of_the_House_Okay,Ever_Renovated_Yes,Waterfront_View_Yes,Zipcode_Group_Zipcode_Group_1,Zipcode_Group_Zipcode_Group_2,Zipcode_Group_Zipcode_Group_3,Zipcode_Group_Zipcode_Group_4,Zipcode_Group_Zipcode_Group_5,Zipcode_Group_Zipcode_Group_6,Zipcode_Group_Zipcode_Group_7,Zipcode_Group_Zipcode_Group_8,Zipcode_Group_Zipcode_Group_9
6446,286000.0,4,2.5,2060.0,16000.0,2.0,0,6,2060.0,0,25,47.2849,-122.251,1530.0,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6447,900000.0,3,3.25,2620.0,7215.0,1.0,0,8,1770.0,850,38,47.5836,-122.2,2180.0,8931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6448,449950.0,3,2.25,1610.0,5159.0,2.0,0,7,1610.0,0,33,47.5675,-122.01899999999999,1610.0,5210,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6449,259000.0,4,1.5,1490.0,7560.0,2.0,0,7,1490.0,0,52,47.3684,-122.318,1490.0,7689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6450,340000.0,3,2.25,1900.0,8125.0,1.0,0,7,1540.0,360,49,47.4564,-122.162,1480.0,8284,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6451,785000.0,4,2.5,3440.0,56192.0,2.0,0,9,3440.0,0,24,47.6969,-122.046,3150.0,44431,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6452,490000.0,2,1.0,1840.0,3300.0,1.5,0,6,1130.0,710,108,47.6757,-122.36200000000001,1320.0,4000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6453,344950.0,4,2.0,2330.0,6250.0,1.0,0,7,1400.0,930,77,47.3782,-122.228,2050.0,9000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6454,950000.0,3,2.0,2250.0,2975.0,2.0,0,9,1880.0,370,113,47.6289,-122.309,2690.0,4800,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6455,810000.0,4,1.75,2000.0,3988.0,1.0,4,7,1000.0,1000,60,47.5925,-122.391,1690.0,4144,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6456,998160.0,2,2.5,3010.0,16050.0,1.0,3,9,1260.0,1750,42,47.5643,-122.16,3010.0,11612,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6457,377000.0,3,1.75,1680.0,7389.0,1.0,0,8,1150.0,530,39,47.5199,-122.184,2100.0,10348,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6458,595000.0,3,2.0,1530.0,6773.0,1.0,0,8,1530.0,0,34,47.6653,-122.194,2240.0,7201,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6459,313300.0,2,1.0,970.0,4800.0,1.0,0,6,970.0,0,107,47.5754,-122.414,1180.0,5900,77,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6460,360000.0,5,1.75,1550.0,5225.0,1.5,0,7,1550.0,0,77,47.553999999999995,-122.306,1220.0,5225,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6461,188000.0,3,1.75,1660.0,7350.0,1.0,0,8,1660.0,0,39,47.3118,-122.337,1840.0,7673,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6462,755000.0,3,2.5,3680.0,203860.0,1.5,0,9,3680.0,0,24,47.6903,-121.929,2410.0,144183,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6463,1129575.0,5,3.5,3210.0,4060.0,2.0,2,10,2290.0,920,101,47.6801,-122.35700000000001,1940.0,5000,14,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6464,455000.0,3,1.0,1480.0,13280.0,2.5,0,6,1480.0,0,78,47.5378,-122.04299999999999,1510.0,8723,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6465,817500.0,5,3.5,3600.0,9312.0,2.0,3,10,2680.0,920,13,47.6582,-122.12200000000001,3420.0,9860,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6466,550000.0,3,2.25,1700.0,1481.0,3.0,0,8,1700.0,0,16,47.6598,-122.34899999999999,1560.0,1350,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6467,260000.0,3,1.75,1680.0,8725.0,1.0,0,8,1240.0,440,40,47.3107,-122.397,2020.0,8352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6468,320000.0,3,2.0,1550.0,34175.0,1.5,0,7,1550.0,0,19,47.4855,-121.698,2300.0,35174,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6469,1129575.0,3,3.25,3780.0,10623.0,1.0,1,10,2650.0,1130,19,47.5506,-122.101,3850.0,11170,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6470,362000.0,4,2.5,2360.0,7370.0,1.0,0,7,1460.0,900,33,47.7201,-122.30799999999999,1590.0,9906,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6471,503500.0,3,2.5,1810.0,1750.0,2.0,0,7,1350.0,460,21,47.6513,-122.38600000000001,1640.0,1563,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6472,653000.0,3,2.5,2290.0,3475.0,2.0,0,9,2290.0,0,12,47.5551,-122.001,2340.0,3626,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6473,760000.0,4,2.75,3370.0,12447.0,2.0,0,10,3370.0,0,27,47.7309,-122.05799999999999,3700.0,13129,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6474,775000.0,4,1.75,2090.0,5050.0,1.0,0,7,1090.0,1000,102,47.6802,-122.35799999999999,1760.0,5000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6475,1129575.0,4,3.75,2130.0,34689.0,1.5,4,9,2130.0,0,63,47.5489,-122.398,3030.0,28598,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6476,417500.0,5,1.75,2060.0,10911.0,1.0,0,7,1360.0,700,64,47.7767,-122.365,2060.0,9688,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6477,525000.0,3,1.5,1560.0,9350.0,1.0,0,7,1220.0,340,49,47.6729,-122.148,1870.0,8671,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6478,217000.0,2,1.0,730.0,2400.0,1.0,1,4,730.0,0,84,47.35,-122.322,1220.0,4382,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6479,525000.0,4,2.75,2910.0,6308.0,1.0,0,8,1640.0,1270,33,47.7352,-122.20100000000001,1970.0,7127,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6480,442500.0,4,2.25,2490.0,8700.0,1.0,0,7,1890.0,600,42,47.7397,-122.324,1470.0,7975,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6481,525000.0,4,1.75,1710.0,10440.0,1.0,0,7,1710.0,0,63,47.5756,-122.15799999999999,1480.0,10440,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6482,425500.0,4,1.75,1520.0,10630.0,1.0,0,7,1520.0,0,51,47.7347,-122.193,1550.0,8039,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6483,710000.0,3,2.75,2930.0,218235.0,2.0,2,8,2930.0,0,28,47.5481,-121.88600000000001,2450.0,218235,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6484,545000.0,4,3.0,3160.0,10948.0,1.0,3,8,1930.0,1230,27,47.3733,-122.42200000000001,2380.0,13623,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6485,410000.0,5,2.75,2910.0,16410.0,1.5,0,8,2910.0,0,51,47.44,-122.145,1980.0,18000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6486,245000.0,3,2.25,1700.0,8100.0,1.0,0,7,1200.0,500,38,47.3601,-122.046,1700.0,8100,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6487,194900.0,2,1.0,810.0,6697.0,1.0,0,6,810.0,0,95,47.3057,-122.21600000000001,1140.0,6695,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6488,284000.0,4,2.5,2000.0,5390.0,2.0,0,7,2000.0,0,15,47.3732,-122.12899999999999,2330.0,5390,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6489,280000.0,2,1.75,1894.0,52769.0,1.5,0,6,1520.0,374,82,47.3088,-122.273,1820.0,50529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6490,280000.0,3,1.75,2080.0,87991.0,1.0,0,6,1040.0,1040,48,47.6724,-121.865,2080.0,84300,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6491,360000.0,4,2.0,1730.0,5500.0,1.0,0,7,1010.0,720,75,47.5304,-122.353,1080.0,4900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6492,405000.0,2,1.0,720.0,4323.0,1.0,0,6,720.0,0,76,47.6604,-122.40100000000001,1460.0,3300,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6493,865000.0,4,2.5,3560.0,13981.0,2.0,0,10,3560.0,0,18,47.6002,-121.98,3840.0,13624,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6494,483300.0,4,2.0,1210.0,11100.0,1.0,0,7,1210.0,0,63,47.5747,-122.145,1280.0,11100,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6495,355000.0,4,2.5,2130.0,9268.0,2.0,0,8,2130.0,0,33,47.262,-122.22,2100.0,8400,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6496,274950.0,3,2.25,1570.0,8767.0,1.0,0,7,1180.0,390,28,47.3568,-122.038,1570.0,7434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6497,1129575.0,3,4.5,3950.0,6134.0,2.0,3,10,2880.0,1070,20,47.6413,-122.405,3050.0,5281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6498,755000.0,3,3.25,3450.0,15586.0,2.0,0,10,2690.0,760,29,47.4294,-122.34299999999999,3560.0,15046,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6499,1129575.0,4,5.75,7220.0,223462.0,2.0,4,10,6220.0,1000,18,47.7097,-122.01299999999999,2680.0,7593,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6500,309212.0,3,1.75,1150.0,9600.0,1.0,0,7,1150.0,0,39,47.4434,-121.774,1520.0,9976,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6501,219950.0,3,2.25,1500.0,7615.0,1.0,0,7,1150.0,350,34,47.3146,-122.351,1540.0,8649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6502,690000.0,3,2.5,1300.0,5150.0,1.5,0,7,1300.0,0,98,47.6838,-122.36200000000001,1400.0,4017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6503,250800.0,3,1.75,1290.0,4000.0,1.0,0,6,1170.0,120,75,47.5309,-122.354,1140.0,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6504,557500.0,3,2.0,2510.0,35255.0,1.0,2,9,2510.0,0,24,47.4012,-122.025,3140.0,36450,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6505,941000.0,4,1.75,2320.0,3825.0,1.5,0,8,1820.0,500,92,47.6659,-122.32700000000001,1940.0,3825,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6506,1129575.0,6,4.75,5480.0,19401.0,1.5,4,10,3910.0,1570,82,47.6515,-122.277,3510.0,15810,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6507,305000.0,4,2.75,2030.0,8600.0,1.0,0,7,1230.0,800,41,47.3942,-122.16,1810.0,8600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6508,815000.0,4,1.5,2060.0,16110.0,1.0,0,8,2060.0,0,69,47.5983,-122.20200000000001,2060.0,16110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6509,1020000.0,3,2.5,2920.0,34527.0,1.0,4,9,1800.0,1120,64,47.5799,-122.4,2480.0,7933,34,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6510,1129575.0,4,3.0,3330.0,6990.0,1.5,3,9,2330.0,1000,90,47.5886,-122.287,2620.0,5310,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6511,535000.0,3,2.5,2110.0,8164.0,2.0,0,9,2110.0,0,28,47.5269,-122.171,2390.0,7499,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6512,775000.0,3,1.0,1175.0,10454.0,1.0,0,6,1175.0,0,69,47.6388,-122.21799999999999,2010.0,10800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6513,255000.0,3,2.0,1590.0,8670.0,1.0,0,7,1590.0,0,24,47.3725,-122.073,1590.0,9253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6514,327000.0,2,1.0,1070.0,9750.0,1.0,0,7,1070.0,0,71,47.7532,-122.318,1500.0,8775,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6515,560000.0,4,2.0,2720.0,8819.0,2.0,3,8,2240.0,480,42,47.338,-122.333,2960.0,9672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6516,1129575.0,4,3.5,2980.0,6349.0,2.0,3,9,2980.0,0,20,47.6819,-122.208,2870.0,6349,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6517,199500.0,3,1.75,1160.0,5200.0,1.0,0,7,1160.0,0,41,47.3643,-122.09,1470.0,5200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6518,760000.0,4,2.5,3580.0,97574.0,2.0,0,9,3580.0,0,14,47.3901,-122.071,2510.0,27068,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6519,439000.0,3,2.25,3020.0,6000.0,3.0,2,8,1980.0,1040,24,47.5249,-122.319,1150.0,6000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6520,527000.0,4,2.25,2380.0,5250.0,1.0,0,7,1410.0,970,57,47.6164,-122.115,2150.0,8560,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6521,199950.0,3,2.75,2270.0,13590.0,1.5,0,6,1300.0,970,70,47.2099,-122.001,1160.0,13545,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6522,254000.0,3,2.25,1660.0,8188.0,2.0,0,7,1660.0,0,30,47.3766,-122.115,1660.0,7000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6523,393000.0,2,1.0,830.0,5000.0,1.0,0,7,830.0,0,97,47.6914,-122.352,1110.0,5000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6524,585000.0,5,2.25,2480.0,12614.0,1.0,0,8,1860.0,620,39,47.7393,-122.2,2470.0,12392,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6525,450000.0,2,2.0,1900.0,7740.0,1.0,0,7,1150.0,750,95,47.5227,-122.37200000000001,1140.0,7740,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6526,565000.0,2,1.75,1670.0,4008.0,1.0,0,9,1670.0,0,13,47.5539,-122.001,2330.0,3752,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6527,330000.0,5,2.25,2000.0,7900.0,1.0,0,7,1300.0,700,32,47.4291,-122.292,2000.0,9132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6528,870000.0,3,2.0,2320.0,65340.0,1.5,0,9,2320.0,0,26,47.6106,-122.055,3100.0,59603,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6529,585000.0,4,2.5,1860.0,8117.0,1.0,0,8,1460.0,400,52,47.6228,-122.104,2040.0,8199,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6530,500000.0,3,2.5,2110.0,208737.0,2.0,3,9,2110.0,0,41,47.2674,-122.072,2390.0,125017,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6531,225000.0,3,2.0,1400.0,7384.0,1.0,0,7,1150.0,250,39,47.4655,-122.17399999999999,1820.0,7992,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6532,295000.0,3,2.0,1400.0,7384.0,1.0,0,7,1150.0,250,39,47.4655,-122.17399999999999,1820.0,7992,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6533,775000.0,3,2.75,2850.0,14800.0,1.0,0,9,1920.0,930,42,47.559,-122.146,3300.0,10809,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6534,280000.0,3,1.0,1370.0,11050.0,1.0,0,7,1370.0,0,37,47.4485,-121.77600000000001,1520.0,10000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6535,539000.0,3,2.5,2170.0,3200.0,1.5,0,7,1280.0,890,95,47.6543,-122.34700000000001,1180.0,1224,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6536,567500.0,3,1.75,2570.0,14033.0,1.0,2,8,2570.0,0,65,47.4335,-122.338,2550.0,16100,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6537,442500.0,4,2.25,1970.0,7902.0,1.0,0,8,1310.0,660,58,47.7249,-122.29799999999999,1860.0,8021,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6538,598200.0,5,3.75,2980.0,4635.0,3.0,0,8,2980.0,0,21,47.5508,-122.26799999999999,1100.0,5150,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6539,610000.0,4,2.5,2300.0,10843.0,2.0,0,8,2300.0,0,63,47.6988,-122.20200000000001,1780.0,10843,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6540,544900.0,3,2.5,1990.0,4936.0,2.0,0,8,1990.0,0,14,47.5911,-122.01799999999999,2250.0,4815,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6541,557500.0,4,2.5,2390.0,38258.0,2.0,0,8,2390.0,0,17,47.7433,-122.094,1960.0,17113,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6542,532500.0,3,2.5,2160.0,7500.0,1.0,1,7,1430.0,730,39,47.6188,-122.064,1560.0,7500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6543,1129575.0,4,3.25,3300.0,15907.0,2.0,0,10,3300.0,0,33,47.5413,-122.21600000000001,2740.0,11358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6544,750000.0,3,2.0,1840.0,2825.0,1.0,0,7,1040.0,800,98,47.6428,-122.302,1820.0,3750,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6545,530000.0,3,2.5,2030.0,10958.0,2.0,0,8,2030.0,0,35,47.7251,-122.11,1960.0,10282,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6546,346100.0,3,2.5,1400.0,2036.0,2.0,0,7,1400.0,0,15,47.5516,-122.382,1500.0,2036,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6547,260000.0,4,2.25,2320.0,16800.0,2.0,0,9,2320.0,0,41,47.2959,-122.166,2700.0,15680,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6548,365000.0,3,1.75,1410.0,9150.0,1.0,0,7,1410.0,0,59,47.5683,-122.178,1800.0,9940,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6549,615000.0,3,2.0,1860.0,42800.0,1.0,0,7,930.0,930,35,47.5898,-122.00399999999999,1980.0,11250,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6550,318400.0,4,2.5,1820.0,6916.0,2.0,0,7,1820.0,0,24,47.3862,-122.029,1680.0,6995,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6551,498500.0,4,2.5,1910.0,7172.0,2.0,0,8,1910.0,0,25,47.7615,-122.309,1630.0,10127,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6552,450000.0,3,1.75,1540.0,7490.0,1.0,0,7,1540.0,0,47,47.7222,-122.177,1270.0,7350,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6553,200000.0,3,2.0,1430.0,7905.0,1.0,0,7,1430.0,0,30,47.2757,-122.145,1870.0,8400,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6554,234000.0,3,1.0,1010.0,8906.0,1.0,0,7,1010.0,0,50,47.3627,-122.10799999999999,1150.0,10414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6555,121800.0,2,1.0,940.0,8384.0,1.0,0,5,940.0,0,71,47.5065,-122.36399999999999,1290.0,8384,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6556,805000.0,3,2.75,2600.0,5875.0,1.5,2,8,1600.0,1000,89,47.5773,-122.406,2260.0,5492,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6557,410000.0,4,2.25,2060.0,7283.0,1.0,0,8,1220.0,840,55,47.7435,-122.31700000000001,1500.0,8134,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6558,475000.0,3,2.5,1920.0,4534.0,2.0,0,8,1920.0,0,32,47.7144,-122.204,1380.0,5100,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6559,1129575.0,4,2.5,2900.0,21074.0,2.0,0,10,2900.0,0,32,47.6696,-122.416,3390.0,20000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6560,269000.0,1,1.0,1020.0,7920.0,1.0,0,7,1020.0,0,71,47.5385,-122.355,1000.0,7168,34,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6561,573000.0,4,2.25,2150.0,9520.0,2.0,0,8,2150.0,0,39,47.6885,-122.113,2000.0,9520,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6562,330000.0,3,2.5,1660.0,2890.0,2.0,0,7,1660.0,0,17,47.5434,-122.29299999999999,1540.0,2890,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6563,252750.0,4,1.0,1230.0,7410.0,1.5,0,7,1230.0,0,74,47.4798,-122.344,1020.0,7648,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6564,745000.0,2,2.5,2170.0,7546.0,1.0,0,8,2170.0,0,11,47.7242,-122.03200000000001,2170.0,7083,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6565,280000.0,3,2.0,1280.0,7633.0,1.0,0,7,1280.0,0,27,47.3883,-122.05,1450.0,6783,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6566,535000.0,4,2.5,2240.0,6920.0,1.0,0,8,1380.0,860,44,47.5011,-122.375,1540.0,7000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6567,580000.0,4,1.5,1780.0,5100.0,1.0,0,7,1320.0,460,65,47.6944,-122.288,1880.0,5100,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6568,301000.0,3,1.75,1840.0,7200.0,1.0,0,7,1220.0,620,50,47.456,-122.209,1770.0,8075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6569,600000.0,4,1.75,1740.0,7700.0,1.0,0,7,1740.0,0,50,47.6259,-122.111,1740.0,8120,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6570,538900.0,5,3.0,3040.0,6604.0,2.0,0,9,3040.0,0,13,47.548,-122.35600000000001,1650.0,6825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6571,366000.0,3,2.5,2370.0,4375.0,2.0,0,8,2370.0,0,12,47.354,-121.999,2380.0,4606,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6572,303000.0,4,2.5,2100.0,6783.0,2.0,0,8,2100.0,0,15,47.3504,-122.141,2100.0,6192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6573,432000.0,3,2.25,1470.0,1578.0,2.0,0,8,1090.0,380,11,47.5388,-122.387,1470.0,1668,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6574,300000.0,2,1.5,1300.0,6120.0,1.0,0,6,820.0,480,73,47.5088,-122.338,1250.0,6120,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6575,908800.0,3,3.0,3420.0,7826.0,2.0,0,8,2430.0,990,79,47.5873,-122.29,980.0,6300,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6576,500000.0,3,1.5,1190.0,4750.0,1.0,0,7,970.0,220,78,47.6726,-122.38600000000001,1460.0,4750,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6577,254000.0,5,2.0,2080.0,16117.0,1.0,0,7,1740.0,340,59,47.3424,-122.289,1510.0,13068,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6578,470000.0,5,1.5,2180.0,4268.0,1.5,0,7,1340.0,840,94,47.6848,-122.389,1530.0,3880,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6579,480000.0,3,2.0,1460.0,7860.0,1.0,0,7,1460.0,0,51,47.6233,-122.10799999999999,1850.0,8148,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6580,536000.0,3,1.75,1530.0,8503.0,1.0,0,7,1150.0,380,35,47.6872,-122.185,1610.0,8549,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6581,1129575.0,4,3.5,4740.0,8611.0,2.0,3,10,3640.0,1100,12,47.5375,-122.07,4042.0,8321,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6582,550000.0,3,2.25,1980.0,40887.0,1.0,0,8,1980.0,0,38,47.6478,-122.029,2460.0,35700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6583,260000.0,3,1.75,1710.0,6400.0,1.0,0,7,1240.0,470,42,47.3036,-122.37700000000001,1600.0,6400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6584,284900.0,2,1.5,1160.0,982.0,2.0,0,7,890.0,270,12,47.7675,-122.315,1160.0,1008,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6585,740000.0,3,2.5,2200.0,3000.0,2.0,0,9,1530.0,670,16,47.6451,-122.35,2200.0,3300,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6586,425000.0,2,1.0,1170.0,5000.0,1.0,0,7,1030.0,140,98,47.5449,-122.38799999999999,1170.0,5850,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6587,230000.0,3,1.0,1120.0,7500.0,1.0,0,7,1120.0,0,53,47.5112,-122.359,1120.0,5000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6588,675000.0,3,1.5,1710.0,4000.0,2.0,0,8,1710.0,0,92,47.5714,-122.385,1910.0,4000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6589,267500.0,3,1.75,1650.0,7807.0,1.0,0,7,1650.0,0,32,47.3514,-122.167,1810.0,8475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6590,814000.0,4,2.5,2840.0,8820.0,1.0,2,8,1420.0,1420,66,47.5542,-122.265,2310.0,8750,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6591,1129575.0,4,3.0,3310.0,217800.0,1.5,0,9,3310.0,0,29,47.6616,-121.999,2810.0,217800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6592,460000.0,3,2.0,1860.0,7232.0,1.0,0,7,1320.0,540,33,47.7165,-122.319,1830.0,7220,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
